Date,Iteration,RT,Trial Type
18/05/2023,12,2.029072285,1
18/05/2023,12,2.05051136,1
18/05/2023,12,2.025288105,1
18/05/2023,12,2.051949263,1
18/05/2023,12,2.05081296,1
18/05/2023,13,2.051244497,1
18/05/2023,13,2.053556681,1
18/05/2023,15,2.050469875,1
18/05/2023,15,2.050469875,1
18/05/2023,15,2.069344997,1
18/05/2023,15,2.043249607,1
18/05/2023,15,2.050834656,1
18/05/2023,15,2.206152201,1
18/05/2023,17,2.050925255,1
18/05/2023,17,2.086009502,1
18/05/2023,17,2.015959024,1
18/05/2023,17,2.00892663,1
18/05/2023,17,2.012266397,1
18/05/2023,17,2.012607098,1
18/05/2023,17,2.013076067,1
18/05/2023,17,2.012602329,1
18/05/2023,17,2.011766434,1
18/05/2023,17,4.12582159,1
18/05/2023,17,2.036479712,1
18/05/2023,18,2.037504673,1
18/05/2023,18,2.05021739,1
18/05/2023,18,2.050091267,1
18/05/2023,18,2.06444931,1
18/05/2023,18,2.010028362,1
18/05/2023,18,2.011166811,1
18/05/2023,18,2.012285709,1
18/05/2023,18,2.013813496,1
18/05/2023,19,2.051438332,1
18/05/2023,19,2.03587985,1
18/05/2023,20,1.05284071,1
18/05/2023,20,1.053520203,1
18/05/2023,20,1.037773371,1
18/05/2023,21,2.05602169,1
18/05/2023,21,2.051096201,1
18/05/2023,22,2.054486752,1
18/05/2023,22,2.088192463,1
18/05/2023,23,2.023445368,1
18/05/2023,23,2.053811789,1
18/05/2023,23,2.061318636,1
18/05/2023,24,2.025529861,1
18/05/2023,24,2.057387829,1
18/05/2023,24,2.039735556,1
18/05/2023,25,2.051038742,1
18/05/2023,25,2.059819221,1
18/05/2023,25,2.04470849,1
18/05/2023,26,2.06630373,1
18/05/2023,26,2.060402393,1
18/05/2023,26,2.059972525,1
18/05/2023,26,2.061830997,1
18/05/2023,26,2.090250254,1
18/05/2023,27,2.059821844,1
18/05/2023,28,2.059983015,1
18/05/2023,28,2.058613062,1
18/05/2023,28,2.060473204,1
18/05/2023,28,2.053026915,1
18/05/2023,28,2.070806503,1
18/05/2023,29,2.057650328,1
18/05/2023,29,2.027372599,1
18/05/2023,29,2.066590548,1
18/05/2023,30,0.049001217,1
18/05/2023,30,0.035024405,1
18/05/2023,30,0.022993565,1
18/05/2023,30,0.115321636,1
18/05/2023,31,0.055147886,1
18/05/2023,31,0.072431803,1
18/05/2023,32,0.033021212,1
18/05/2023,32,0.052000284,1
18/05/2023,33,0.034986496,1
18/05/2023,33,0.036988258,1
18/05/2023,33,0.04709363,1
18/05/2023,33,0.047059536,1
18/05/2023,33,0.047967672,1
18/05/2023,33,0.067231655,1
18/05/2023,33,0.055738211,1
18/05/2023,34,1.016702414,1
18/05/2023,34,1.016702414,1
18/05/2023,34,1.016702414,1
18/05/2023,36,0.049989223,1
18/05/2023,36,0.033987761,1
18/05/2023,38,0.041000128,1
18/05/2023,38,0.046450377,1
18/05/2023,38,0.052997828,1
18/05/2023,39,0.087499142,1
18/05/2023,39,0.101818562,1
18/05/2023,40,0.083965302,1
18/05/2023,40,0.055694818,1
18/05/2023,50,0.051029921,1
18/05/2023,51,0.029008865,1
18/05/2023,51,0.063994646,1
18/05/2023,51,0.082034826,1
18/05/2023,52,0.072665453,1
18/05/2023,52,0.061010361,1
18/05/2023,52,0.109592915,1
18/05/2023,53,0.059477806,1
18/05/2023,53,0.064968586,1
18/05/2023,53,0.065959215,1
18/05/2023,54,0.140456915,1
18/05/2023,54,0.280487537,1
18/05/2023,55,0.085710764,1
18/05/2023,62,0.077967882,1
